gloss_en,freq,proper_usage,proper_count,nonproper_count,suggested_ko,notes
Iram,3,yes,3,0,이람,고유명사 음역/관습 표기 확인
Irad,3,yes,3,0,이랏,고유명사 음역/관습 표기 확인
Iphtah El,3,yes,3,0,입다엘,고유명사 음역/관습 표기 확인
invention,3,no,0,3,발명/고안,
intertwine,3,no,0,3,엮다/얽히다,
indicator,3,no,0,3,표지/지시기,
India,3,yes,3,0,인도,고유명사 음역/관습 표기 확인
indeed,3,no,0,3,참으로/정녕,
Imri,3,yes,3,0,임리,고유명사 음역/관습 표기 확인
ill-treatment,3,no,0,3,학대/박해,
Ichabod,3,yes,3,0,이가봇,고유명사 음역/관습 표기 확인
Ibzan,3,yes,3,0,입산,고유명사 음역/관습 표기 확인
husband's brother,3,no,0,3,남편의 형제(시숙/시동생),
hurl,3,no,0,3,내던지다/투척하다,
Huldah,3,yes,3,0,훌다,고유명사 음역/관습 표기 확인
Hul,3,yes,3,0,훌,고유명사 음역/관습 표기 확인
Hothir,3,yes,3,0,호딜,고유명사 음역/관습 표기 확인
Hotham,3,yes,3,0,호담,고유명사 음역/관습 표기 확인
hot,3,no,0,3,뜨거운/더운,
hostages,3,no,0,3,인질들,
hoopoe,3,no,0,3,후투티,
honey-comb,3,no,0,3,벌집/꿀송이,
Hobaiah,3,yes,3,0,호바야,고유명사 음역/관습 표기 확인
Hobab,3,yes,3,0,호밥,고유명사 음역/관습 표기 확인
Hirah,3,yes,3,0,히라,고유명사 음역/관습 표기 확인
hindrance,3,no,0,3,방해/장애,
Hillel,3,yes,3,0,힐렐,고유명사 음역/관습 표기 확인
Hezronite,3,no,0,3,헤스론 사람,
Hezir,3,yes,3,0,헤실,고유명사 음역/관습 표기 확인
Hethlon,3,yes,3,0,헷론,고유명사 음역/관습 표기 확인
Helkath,3,yes,3,0,헬캇,고유명사 음역/관습 표기 확인
Helek,3,yes,3,0,헬렉,고유명사 음역/관습 표기 확인
Helam,3,yes,3,0,헬람,고유명사 음역/관습 표기 확인
Helah,3,yes,3,0,헬라,고유명사 음역/관습 표기 확인
Hazazon Tamar,3,yes,3,0,하사손다말,고유명사 음역/관습 표기 확인
Hazarmaveth,3,yes,3,0,하살마웻,고유명사 음역/관습 표기 확인
Hauran,3,yes,3,0,하우란,고유명사 음역/관습 표기 확인
Hattil,3,yes,3,0,핫딜,고유명사 음역/관습 표기 확인
Hatita,3,yes,3,0,하디다,고유명사 음역/관습 표기 확인
Hatipha,3,yes,3,0,하디바,고유명사 음역/관습 표기 확인
Hasupha,3,yes,3,0,하수바,고유명사 음역/관습 표기 확인
Hassenuah,3,yes,3,0,하스누아,고유명사 음역/관습 표기 확인
Hashmonah,3,yes,3,0,핫스모나,고유명사 음역/관습 표기 확인
Hashabneiah,3,yes,3,0,하사브느야,고유명사 음역/관습 표기 확인
harvesting,3,no,0,3,수확/추수,
Harsha,3,yes,3,0,하르사,고유명사 음역/관습 표기 확인
Harodite,3,no,0,3,하로드 사람,
Hariph,3,yes,3,0,하립,고유명사 음역/관습 표기 확인
Harhur,3,yes,3,0,하르훌,고유명사 음역/관습 표기 확인
hare,3,no,0,3,산토끼,
Haradah,3,yes,3,0,하라닷,고유명사 음역/관습 표기 확인
Hanniel,3,yes,3,0,한니엘,고유명사 음역/관습 표기 확인
handcuffs,3,no,0,3,수갑,
Hammon,3,yes,3,0,함몬,고유명사 음역/관습 표기 확인
Hamathite,3,no,0,3,하맛 사람,
Hallohesh,3,yes,3,0,할로헤스,고유명사 음역/관습 표기 확인
Hakupha,3,yes,3,0,하쿠바,고유명사 음역/관습 표기 확인
hairlocks,3,no,0,3,머리타래,
Haggi,3,yes,3,0,하기,고유명사 음역/관습 표기 확인
Hagabah,3,yes,3,0,하가바,고유명사 음역/관습 표기 확인
Hacmoni,3,yes,3,0,학모니,고유명사 음역/관습 표기 확인
Hacaliah,3,yes,3,0,학글리야,고유명사 음역/관습 표기 확인
Habakkuk,3,yes,3,0,하박국,고유명사 음역/관습 표기 확인
guardian,3,no,0,3,보호자/수호자,
growling,3,no,0,3,으르렁거림/중얼거림,
grow green,3,no,0,3,푸르게 되다/싹트다,
grow dark,3,no,0,3,어두워지다,
groats,3,no,0,3,거친 곡립/껍질 벗긴 곡물,
goring,3,no,0,3,뿔로 받기,
going,3,no,0,3,가고 있는/출발,
Gob,3,yes,3,0,곱,고유명사 음역/관습 표기 확인
give present,3,no,0,3,예물을 주다/선물을 주다,
Gittaim,3,yes,3,0,깃다임,고유명사 음역/관습 표기 확인
Ginnethon,3,yes,3,0,긴네돈,고유명사 음역/관습 표기 확인
Ginath,3,yes,3,0,기낫,고유명사 음역/관습 표기 확인
Gilonite,3,no,0,3,길온 사람,
Giloh,3,yes,3,0,길로,고유명사 음역/관습 표기 확인
Giddalti,3,yes,3,0,깃달디,고유명사 음역/관습 표기 확인
Gether,3,yes,3,0,게델,고유명사 음역/관습 표기 확인
Genubath,3,yes,3,0,그누밧,고유명사 음역/관습 표기 확인
Gederoth,3,yes,3,0,게데롯,고유명사 음역/관습 표기 확인
Gederah,3,yes,3,0,게데라,고유명사 음역/관습 표기 확인
Geber,3,yes,3,0,게벨,고유명사 음역/관습 표기 확인
Gebalite,3,no,0,3,게발 사람,
Gazzam,3,yes,3,0,가잠,고유명사 음역/관습 표기 확인
Gazez,3,yes,3,0,가세스,고유명사 음역/관습 표기 확인
Gallim,3,yes,3,0,갈림,고유명사 음역/관습 표기 확인
gall,3,no,0,3,담즙/수지/괴롭히다,
Galeed,3,yes,3,0,갈르엣,고유명사 음역/관습 표기 확인
Gahar,3,yes,3,0,가할,고유명사 음역/관습 표기 확인
Gadi,3,yes,3,0,가디,고유명사 음역/관습 표기 확인
Gabriel,3,yes,3,0,가브리엘,고유명사 음역/관습 표기 확인
function of scribe,3,no,0,3,서기관의 임무/직무,
from Moresheth,3,no,0,3,모레셋에서/모레셋 출신,
from Migdol to Aswan,3,yes,3,0,믹돌에서 아스완까지,고유명사 음역/관습 표기 확인
from Gaza,3,no,0,3,가자에서/가자 출신,
from Ekron,3,no,0,3,에그론에서/에그론 출신,
fresh plucked,3,no,0,3,갓 딴,
foul,3,no,0,3,더러운/반칙,
former time,3,no,0,3,이전 시대/옛날,
forfeiture,3,no,0,3,몰수/박탈,
fondling,3,no,0,3,어루만짐/사랑스러운 아이,
folding,3,no,0,3,접힘/접는,
fly?,3,no,0,3,날다?,
flood thunderously?,3,no,0,3,우레같이 범람하다?,
flock together,3,no,0,3,모이다/무리를 이루다,
flight,3,no,0,3,도주/항공편/비행,
flea,3,no,0,3,벼룩,
flag,3,no,0,3,깃발/기치,
filthy,3,no,0,3,더러운/추잡한,
fill,3,no,0,3,채우다,
feeble,3,no,0,3,연약한,
fearing,3,no,0,3,두려워하는,
Ezbon,3,yes,3,0,에스본,고유명사 음역/관습 표기 확인
exultation,3,no,0,3,환희/기쁨,
exposition,3,no,0,3,설명/해설,
expenses,3,no,0,3,비용들/경비,
expanse,3,no,0,3,창공/궁창/넓은 공간,
exempt,3,no,0,3,면제하다/면제된,
exclude,3,no,0,3,제외하다,
example,3,no,0,3,예/본보기,
exalted,3,no,0,3,지극히 높으신/높여진,
Evil-merodach,3,yes,3,0,에윌므로닥,고유명사 음역/관습 표기 확인
Evi,3,yes,3,0,에위,고유명사 음역/관습 표기 확인
Eve,3,yes,3,0,하와,고유명사 음역/관습 표기 확인
Ether,3,yes,3,0,에델,고유명사 음역/관습 표기 확인
Eshton,3,yes,3,0,에스돈,고유명사 음역/관습 표기 확인
Eshcol,3,yes,3,0,에스골,고유명사 음역/관습 표기 확인
Eshban,3,yes,3,0,에스반,고유명사 음역/관습 표기 확인
Esh-Baal,3,yes,3,0,에스바알,고유명사 음역/관습 표기 확인
Eri,3,yes,3,0,에리,고유명사 음역/관습 표기 확인
Ephlal,3,yes,3,0,에플랄,고유명사 음역/관습 표기 확인
Ephes Dammim,3,yes,3,0,에벳스 담밈,고유명사 음역/관습 표기 확인
endure,3,no,0,3,견디다/참다,
Enaim,3,yes,3,0,에나임,고유명사 음역/관습 표기 확인
En Shemesh,3,yes,3,0,엔셈메스,고유명사 음역/관습 표기 확인
Elzabad,3,yes,3,0,엘사밧,고유명사 음역/관습 표기 확인
Eltolad,3,yes,3,0,엘돌랏,고유명사 음역/관습 표기 확인
Eltekeh,3,yes,3,0,엘드게,고유명사 음역/관습 표기 확인
Ellasar,3,yes,3,0,엘라살,고유명사 음역/관습 표기 확인
Elishua,3,yes,3,0,엘리수아,고유명사 음역/관습 표기 확인
Eliphelehu,3,yes,3,0,엘리벨레후,고유명사 음역/관습 표기 확인
Eliehoenai,3,yes,3,0,엘여호에나이,고유명사 음역/관습 표기 확인
Eliam,3,yes,3,0,엘리암,고유명사 음역/관습 표기 확인
Eliahba,3,yes,3,0,엘리아바,고유명사 음역/관습 표기 확인
Eldad,3,yes,3,0,엘닷,고유명사 음역/관습 표기 확인
Eldaah,3,yes,3,0,엘다아,고유명사 음역/관습 표기 확인
Eglath Shelishiyah,3,yes,3,0,에글랏 셀리시야,고유명사 음역/관습 표기 확인
Eglah,3,yes,3,0,에글라,고유명사 음역/관습 표기 확인
early rain,3,no,0,3,이른 비,
eardrops,3,no,0,3,귀걸이,
during,3,no,0,3,~동안,
dry wood,3,no,0,3,마른 나무,
drought,3,no,0,3,가뭄,
drive away,3,no,0,3,쫓아내다,
dried grass,3,no,0,3,마른 풀/건초,
dress,3,no,0,3,옷/입다,
double-edged,3,no,0,3,양날의,
Dophkah,3,yes,3,0,도브가,고유명사 음역/관습 표기 확인
ditch,3,no,0,3,도랑/수로,
display of love,3,no,0,3,사랑의 표시,
displace,3,no,0,3,대체하다/쫓아내다,
discharge,3,no,0,3,해고/배출/배출하다,
dirge,3,no,0,3,만가/애가,
Dinhabah,3,yes,3,0,딘하바,고유명사 음역/관습 표기 확인
Dimon,3,yes,3,0,디몬,고유명사 음역/관습 표기 확인
Diklah,3,yes,3,0,딕라,고유명사 음역/관습 표기 확인
difficult,3,no,0,3,어려운,
devise,3,no,0,3,꾀하다/계책을 내다,
deceptions,3,no,0,3,속임수들,
deceitful,3,no,0,3,거짓된/간사한,
deal violently,3,no,0,3,폭력을 휘두르다,
Darkon,3,yes,3,0,다르곤,고유명사 음역/관습 표기 확인
cypress,3,no,0,3,측백/삼나무/사이프러스,
Cuthah,3,yes,3,0,구다,고유명사 음역/관습 표기 확인
Cushi,3,yes,3,0,구시,고유명사 음역/관습 표기 확인
cultic service,3,no,0,3,제의 봉사,
cuirass,3,no,0,3,흉갑/갑옷,
cucumber field,3,no,0,3,오이밭,
cricket,3,no,0,3,귀뚜라미,
Cozbi,3,yes,3,0,고스비,고유명사 음역/관습 표기 확인
coverlets,3,no,0,3,덮개/이불장식,
countrymen,3,no,0,3,동포/동향인,
counselor,3,no,0,3,조언자/참모,
cormorant,3,no,0,3,가마우지,
coriander,3,no,0,3,고수/코리앤더,
coolness,3,no,0,3,서늘함/냉정,
cool,3,no,0,3,시원한/식히다,
cooked,3,no,0,3,익힌/요리된,
consumption,3,no,0,3,소비/소모/소모성 질병,
constantly,3,no,0,3,끊임없이/항상,
conjurer,3,no,0,3,주술사/마술사,
confident,3,no,0,3,자신 있는/확신하는,
conception,3,no,0,3,임신/개념,
complain,3,no,0,3,불평하다/하소연하다,
communicate,3,no,0,3,전달하다/소통하다,
commander,3,no,0,3,지휘관/사령관,
column,3,no,0,3,기둥/열,
Col-Hozeh,3,yes,3,0,골호세,고유명사 음역/관습 표기 확인
cloak,3,no,0,3,겉옷/망토,
client,3,no,0,3,의뢰인/고객,
clear-sighted,3,no,0,3,통찰력 있는/눈 밝은,
clamps,3,no,0,3,고정쇠/클램프,
circulate,3,no,0,3,순환하다/돌다,
chest,3,no,0,3,가슴/궤,
Chenaniah,3,yes,3,0,그나냐,고유명사 음역/관습 표기 확인
censer,3,no,0,3,향로,
cauldron,3,no,0,3,가마솥/큰 솥,
cassia-bud,3,no,0,3,계피꽃봉오리/계피 열매,
Casluhites,3,yes,3,0,가슬루힛 사람들,고유명사 음역/관습 표기 확인
Casiphia,3,yes,3,0,가시피아,고유명사 음역/관습 표기 확인
case,3,no,0,3,사건/경우/상자,
Carites,3,yes,3,0,가리 사람들,고유명사 음역/관습 표기 확인
caravan,3,no,0,3,대상/카라반,
Calneh,3,yes,3,0,갈네,고유명사 음역/관습 표기 확인
Calcol,3,yes,3,0,갈골,고유명사 음역/관습 표기 확인
Calah,3,yes,3,0,갈라,고유명사 음역/관습 표기 확인
Cabul,3,yes,3,0,가불,고유명사 음역/관습 표기 확인
Buzite,3,no,0,3,부스 사람,
burnished,3,no,0,3,광택 있는/닦아낸,
bulbul,3,no,0,3,불불새/휘파람새,
Bukkiah,3,yes,3,0,북기야,고유명사 음역/관습 표기 확인
bucket,3,no,0,3,양동이/물통,
brilliance,3,no,0,3,광채/찬란함,
bright red,3,no,0,3,밝은 붉은색,
breastplate,3,no,0,3,흉갑/흉패,
breaking in,3,no,0,3,침입/뚫고 들어감,
breakdown,3,no,0,3,붕괴/파국,
Bozkath,3,yes,3,0,보스갓,고유명사 음역/관습 표기 확인
box tree,3,no,0,3,회양목,
Bokim,3,yes,3,0,보김,고유명사 음역/관습 표기 확인
Bokeru,3,yes,3,0,보게루,고유명사 음역/관습 표기 확인
Bohan,3,yes,3,0,보한,고유명사 음역/관습 표기 확인
blood-spout,3,no,0,3,피 분출,
blisters,3,no,0,3,물집들,
Binea,3,yes,3,0,비느아,고유명사 음역/관습 표기 확인
Bilshan,3,yes,3,0,빌산,고유명사 음역/관습 표기 확인
billhook,3,no,0,3,갈고리낫/큰 낫,
Bigthana,3,yes,3,0,빅다나,고유명사 음역/관습 표기 확인
bewilderment,3,no,0,3,당혹/혼란,
between,3,no,0,3,사이에/사이의,
Bethuel,3,yes,3,0,브두엘,고유명사 음역/관습 표기 확인
Beth Rehob,3,yes,3,0,벧르홉,고유명사 음역/관습 표기 확인
Beth Pelet,3,yes,3,0,벧벨렛,고유명사 음역/관습 표기 확인
Beth Nimrah,3,yes,3,0,벧님라,고유명사 음역/관습 표기 확인
Beth Hakkerem,3,yes,3,0,벧학게렘,고유명사 음역/관습 표기 확인
Beth Dagon,3,yes,3,0,벧다곤,고유명사 음역/관습 표기 확인
Beth Barah,3,yes,3,0,벧바라,고유명사 음역/관습 표기 확인
besprinkle,3,no,0,3,뿌리다/살포하다,
Besai,3,yes,3,0,브새,고유명사 음역/관습 표기 확인
Bene Jaakan,3,yes,3,0,브네야아간,고유명사 음역/관습 표기 확인
Beeri,3,yes,3,0,브에리,고유명사 음역/관습 표기 확인
Beer,3,yes,3,0,브엘,고유명사 음역/관습 표기 확인
Bedan,3,yes,3,0,베단,고유명사 음역/관습 표기 확인
Bedad,3,yes,3,0,베닷,고유명사 음역/관습 표기 확인
beat,3,no,0,3,치다/때리다,
bear twins,3,no,0,3,쌍둥이를 낳다,
beans,3,no,0,3,콩들,
Bealoth,3,yes,3,0,브알롯,고유명사 음역/관습 표기 확인
be sleepless,3,no,0,3,잠 못 이루다,
be lousy,3,no,0,3,이가 많다/지저분하다,
be interwoven,3,no,0,3,엇섞이다/얽히다,
be heedless,3,no,0,3,부주의하다,
be healthy,3,no,0,3,건강하다,
be equal,3,no,0,3,같다/동등하다,
be disconcerted,3,no,0,3,당황하다,
be crushed,3,no,0,3,짓눌리다/부서지다,
be bare,3,no,0,3,벌거벗다/드러나다,
be asunder,3,no,0,3,갈라지다,
be agile,3,no,0,3,민첩하다,
be after,3,no,0,3,뒤쫓다/탐내다,
bdellium-gum,3,no,0,3,벨로수지/몰약류 수지,
Bazluth,3,yes,3,0,바슬룻,고유명사 음역/관습 표기 확인
bastard,3,no,0,3,사생아/사생,
Barkos,3,yes,3,0,바르코스,고유명사 음역/관습 표기 확인
Barakel,3,yes,3,0,바라겔,고유명사 음역/관습 표기 확인
bands,3,no,0,3,띠들/결박,
Bamoth Baal,3,yes,3,0,바못 바알,고유명사 음역/관습 표기 확인
Bamoth,3,yes,3,0,바못,고유명사 음역/관습 표기 확인
Baladan,3,yes,3,0,발라단,고유명사 음역/관습 표기 확인
Baal-Berith,3,yes,3,0,바알브릿,고유명사 음역/관습 표기 확인
Baal Hermon,3,yes,3,0,바알 헤르몬,고유명사 음역/관습 표기 확인
Azaliah,3,yes,3,0,아살리야,고유명사 음역/관습 표기 확인
awl,3,no,0,3,송곳,
Avith,3,yes,3,0,아윗,고유명사 음역/관습 표기 확인
Ataroth Addar,3,yes,3,0,아다롯 아달,고유명사 음역/관습 표기 확인
assign,3,no,0,3,할당하다/맡기다,
asphodel,3,no,0,3,수선화류/아스포델,
Ashnah,3,yes,3,0,아스나,고유명사 음역/관습 표기 확인
Ashhur,3,yes,3,0,아스훌,고유명사 음역/관습 표기 확인
Arvadite,3,no,0,3,알왓 사람,
Arvad,3,yes,3,0,알왓,고유명사 음역/관습 표기 확인
Areli,3,yes,3,0,아렐리,고유명사 음역/관습 표기 확인
Ard,3,yes,3,0,아르드,고유명사 음역/관습 표기 확인
Arbathite,3,no,0,3,아르바 사람,
Aran,3,yes,3,0,아란,고유명사 음역/관습 표기 확인
Arabia,3,yes,3,0,아라비아,고유명사 음역/관습 표기 확인
apply paste,3,no,0,3,풀을 바르다/반죽을 바르다,
Appaim,3,yes,3,0,압바임,고유명사 음역/관습 표기 확인
ape,3,no,0,3,원숭이/유인원,
ant,3,no,0,3,개미,
annihilation,3,no,0,3,전멸/소멸,
anklet,3,no,0,3,발목고리/발찌,
ankle,3,no,0,3,발목,
animosity,3,no,0,3,적개심/원한,
Anathoth,3,yes,3,0,아나돗,고유명사 음역/관습 표기 확인
Anath,3,yes,3,0,아낫,고유명사 음역/관습 표기 확인
Anamites,3,yes,3,0,아나밈 사람들,고유명사 음역/관습 표기 확인
Anaiah,3,yes,3,0,아나야,고유명사 음역/관습 표기 확인
Anab,3,yes,3,0,아납,고유명사 음역/관습 표기 확인
Amzi,3,yes,3,0,암시,고유명사 음역/관습 표기 확인
Amraphel,3,yes,3,0,암라벨,고유명사 음역/관습 표기 확인
Amramite,3,no,0,3,암람 자손,
amount,3,no,0,3,양/총액,
Amok,3,yes,3,0,아목,고유명사 음역/관습 표기 확인
Amittai,3,yes,3,0,아밋대,고유명사 음역/관습 표기 확인
Amana,3,yes,3,0,아마나,고유명사 음역/관습 표기 확인
Alvah,3,yes,3,0,알와,고유명사 음역/관습 표기 확인
Alush,3,yes,3,0,알루스,고유명사 음역/관습 표기 확인
Almon Diblathaim,3,yes,3,0,알몬 디블라다임,고유명사 음역/관습 표기 확인
Almodad,3,yes,3,0,알모닷,고유명사 음역/관습 표기 확인
ally,3,no,0,3,동맹/동맹하다,
alkaline salt,3,no,0,3,알칼리성 소금/초석,
Aiah,3,yes,3,0,아야,고유명사 음역/관습 표기 확인
Ahlai,3,yes,3,0,아흘래,고유명사 음역/관습 표기 확인
Ahiam,3,yes,3,0,아히암,고유명사 음역/관습 표기 확인
Ahi,3,yes,3,0,아히,고유명사 음역/관습 표기 확인
ah,3,no,0,3,아!,
Adriel,3,yes,3,0,아드리엘,고유명사 음역/관습 표기 확인
Adrammelech,3,yes,3,0,아드람멜렉,고유명사 음역/관습 표기 확인
Adoni-Zedek,3,yes,3,0,아도니세덱,고유명사 음역/관습 표기 확인
Adna,3,yes,3,0,앗나,고유명사 음역/관습 표기 확인
act piously,3,no,0,3,경건하게 행하다,
Abronah,3,yes,3,0,아브로나,고유명사 음역/관습 표기 확인
Abital,3,yes,3,0,아비달,고유명사 음역/관습 표기 확인
